Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,clean_genre_list,date_read,date_added,Title_shorten,book_title,timelines,add_to_tbr_dt,start_reading_dt,finish_reading_dt,genre_list,is_nonfiction,is_fiction,genre_list_trf,year_read,month_read,year_added,month_added
42776244,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,"=""""","=""""",5,4.24,Portfolio,Kindle Edition,288.0,2019.0,2019.0,2019/04/16,2019/04/16,,,read,1,0,"['Business', 'Leadership', 'Nonfiction', 'Self Help', 'Design', 'Audiobook', 'Buisness', 'Productivity']",2019-04-16,2019-04-16,The Making of a Manager: What to Do When Everyone Looks to You,The Making of a Manager: What to Do When Everyone Looks to You,"['Started Reading', 'April 16, 2019 – Shelved', 'April 16, 2019 –  Finished Reading']",,,2019-04-16,"['Business', 'Leadership', 'Nonfiction', 'Self Help', 'Design', 'Audiobook', 'Buisness', 'Productivity']",1,0,"['Business', 'Leadership', 'Self Help', 'Design', 'Audiobook', 'Buisness', 'Productivity']",2019.0,4.0,2019,4
38745806,Becoming,Michelle Obama,"Obama, Michelle",,"=""""","=""""",5,4.5,Crown,Kindle Edition,428.0,2018.0,2018.0,2019/04/04,2019/04/04,,,read,1,0,"['Nonfiction', 'Autobiography', 'Biography', 'Audiobook', 'Politics', 'Biography Memoir', 'Feminism', 'History', 'Adult']",2019-04-04,2019-04-04,Becoming,Becoming,"['Started Reading', 'April  4, 2019 – Shelved', 'April  4, 2019 –  Finished Reading']",,,2019-04-04,"['Nonfiction', 'Autobiography', 'Biography', 'Audiobook', 'Politics', 'Biography Memoir', 'Feminism', 'History', 'Adult']",1,0,"['Autobiography', 'Biography', 'Audiobook', 'Politics', 'Biography Memoir', 'Feminism', 'History', 'Adult']",2019.0,4.0,2019,4
44156290,Orang-orang Biasa,Andrea Hirata,"Hirata, Andrea",,"=""""","=""9786022915249""",3,4.23,Bentang Pustaka,Paperback,312.0,2019.0,2019.0,,2019/04/01,,,read,1,0,"['Fiction', 'Novels', 'Asian Literature', 'Drama', 'Literature', 'Humor', 'Fantasy']",,2019-04-01,Orang-orang Biasa,Orang-orang Biasa,"['Finished Reading', 'April  1, 2019 – Shelved']",,,,"['Fiction', 'Novels', 'Asian Literature', 'Drama', 'Literature', 'Humor', 'Fantasy']",0,1,"['Novels', 'Asian Literature', 'Drama', 'Literature', 'Humor', 'Fantasy']",,,2019,4
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""""","=""""",0,4.15,Knopf,Hardcover,480.0,2008.0,2005.0,,2019/03/25,to-read,to-read (#24),to-read,0,0,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Novels']",,2019-03-25,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,"['March 25, 2019 – Shelved', 'March 25, 2019 – Shelved as: to-read']",2019-03-25,,,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Novels']",0,1,"['Mystery', 'Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Novels']",,,2019,3
39380381,Say What You Mean: A Mindful Approach to Nonviolent Communication,Oren Jay Sofer,"Sofer, Oren Jay",,"=""161180583X""","=""9781611805833""",0,4.21,Shambhala,Paperback,272.0,2018.0,2018.0,,2019/03/14,to-read,to-read (#23),to-read,0,0,"['Nonfiction', 'Language', 'Self Help', 'Psychology', 'Relationships', 'Audiobook', 'Spirituality', 'Leadership', 'Health']",,2019-03-14,Say What You Mean: A Mindful Approach to Nonviolent Communication,Say What You Mean: A Mindful Approach to Nonviolent Communication,"['March 14, 2019 – Shelved', 'March 14, 2019 – Shelved as: to-read']",2019-03-14,,,"['Nonfiction', 'Language', 'Self Help', 'Psychology', 'Relationships', 'Audiobook', 'Spirituality', 'Leadership', 'Health']",1,0,"['Language', 'Self Help', 'Psychology', 'Relationships', 'Audiobook', 'Spirituality', 'Leadership', 'Health']",,,2019,3
18693669,The Organized Mind: Thinking Straight in the Age of Information Overload,Daniel J. Levitin,"Levitin, Daniel J.",,"=""052595418X""","=""9780525954187""",0,3.67,Dutton,Hardcover,528.0,2014.0,2014.0,,2019/03/14,to-read,to-read (#22),to-read,0,0,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Productivity', 'Business', 'Biology', 'Audiobook', 'Neuroscience']",,2019-03-14,The Organized Mind: Thinking Straight in the Age of Information Overload,The Organized Mind: Thinking Straight in the Age of Information Overload,"['March 14, 2019 – Shelved', 'March 14, 2019 – Shelved as: to-read']",2019-03-14,,,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Productivity', 'Business', 'Biology', 'Audiobook', 'Neuroscience']",1,0,"['Psychology', 'Self Help', 'Science', 'Productivity', 'Business', 'Biology', 'Audiobook', 'Neuroscience']",,,2019,3
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",0,4.35,Simon & Schuster Books for Young Readers,Hardcover,359.0,2012.0,2012.0,,2019/02/28,to-read,to-read (#21),to-read,0,0,"['Young Adult', 'LGBT', 'Contemporary', 'Romance', 'Fiction', 'Audiobook', 'Realistic Fiction']",,2019-02-28,Aristotle and Dante Discover the Secrets of the Universe,Aristotle and Dante Discover the Secrets of the Universe,"['February 28, 2019 – Shelved as: to-read', 'February 28, 2019 – Shelved']",2019-02-28,,,"['Young Adult', 'LGBT', 'Contemporary', 'Romance', 'Fiction', 'Audiobook', 'Realistic Fiction']",0,1,"['Young Adult', 'LGBT', 'Contemporary', 'Romance', 'Audiobook', 'Realistic Fiction']",,,2019,2
30317414,Awkward: The Science of Why We're Socially Awkward and Why That's Awesome,Ty Tashiro,"Tashiro, Ty",,"=""0062429175""","=""9780062429179""",0,3.55,William Morrow,ebook,288.0,2017.0,2017.0,,2019/02/26,to-read,to-read (#20),to-read,0,0,"['Nonfiction', 'Psychology', 'Science', 'Self Help', 'Audiobook', 'Relationships', 'Sociology', 'Social Science', 'Social']",,2019-02-26,Awkward: The Science of Why We're Socially Awkward and Why That's Awesome,Awkward: The Science of Why We're Socially Awkward and Why That's Awesome,"['February 26, 2019 – Shelved', 'February 26, 2019 – Shelved as: to-read']",2019-02-26,,,"['Nonfiction', 'Psychology', 'Science', 'Self Help', 'Audiobook', 'Relationships', 'Sociology', 'Social Science', 'Social']",1,0,"['Psychology', 'Science', 'Self Help', 'Audiobook', 'Relationships', 'Sociology', 'Social Science', 'Social']",,,2019,2
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",4,3.68,Crown,Hardcover,305.0,2017.0,2017.0,2019/02/25,2018/04/29,,,read,1,0,"['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Adult', 'Fantasy', 'Thriller', 'Adventure', 'Mystery']",2019-02-25,2018-04-29,Artemis,Artemis,"['April 29, 2018 – Shelved as: to-read', 'April 29, 2018 – Shelved', 'Started Reading', 'February 25, 2019 –  Finished Reading']",2018-04-29,,2019-02-25,"['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Adult', 'Fantasy', 'Thriller', 'Adventure', 'Mystery']",0,1,"['Science Fiction', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Adult', 'Fantasy', 'Thriller', 'Adventure', 'Mystery']",2019.0,2.0,2018,4
16158512,"Emotional First Aid: Practical Strategies for Treating Failure, Rejection, Guilt, and Other Everyday Psychological Injuries",Guy Winch,"Winch, Guy",,"=""1594631204""","=""9781594631207""",0,3.85,Avery,Hardcover,304.0,2013.0,2013.0,,2019/02/17,to-read,to-read (#19),to-read,0,0,"['Psychology', 'Nonfiction', 'Self Help', 'Health', 'Relationships', 'Science', 'Audiobook', 'Education']",,2019-02-17,"Emotional First Aid: Practical Strategies for Treating Failure, Rejection, Guilt, and Other Everyday Psychological Injuries","Emotional First Aid: Practical Strategies for Treating Failure, Rejection, Guilt, and Other Everyday Psychological Injuries","['February 17, 2019 – Shelved', 'February 17, 2019 – Shelved as: to-read']",2019-02-17,,,"['Psychology', 'Nonfiction', 'Self Help', 'Health', 'Relationships', 'Science', 'Audiobook', 'Education']",1,0,"['Psychology', 'Self Help', 'Health', 'Relationships', 'Science', 'Audiobook', 'Education']",,,2019,2
42271299,"The Fork, the Witch, and the Worm: Eragon (Tales from Alagaësia, #1)",Christopher Paolini,"Paolini, Christopher",,"=""""","=""""",3,3.81,Knopf Books for Young Readers,Kindle Edition,288.0,2018.0,2018.0,,2019/02/09,,,read,1,0,"['Fantasy', 'Young Adult', 'Fiction', 'Short Stories', 'Audiobook', 'Adventure']",,2019-02-09,"The Fork, the Witch, and the Worm: Eragon","The Fork, the Witch, and the Worm: Eragon","['Finished Reading', 'February  9, 2019 – Shelved']",,,,"['Fantasy', 'Young Adult', 'Fiction', 'Short Stories', 'Audiobook', 'Adventure']",0,1,"['Fantasy', 'Young Adult', 'Short Stories', 'Audiobook', 'Adventure']",,,2019,2
36382991,"The 1,000 Year Old Boy",Ross Welford,"Welford, Ross",,"=""""","=""""",4,4.23,HarperCollinsChildren’sBooks,Kindle Edition,400.0,2018.0,2018.0,,2019/02/09,,,read,1,0,"['Fantasy', 'Childrens', 'Fiction', 'Historical', 'Magical Realism', 'Adventure', 'Novels', 'Young Adult', 'Academic']",,2019-02-09,"The 1,000 Year Old Boy","The 1,000 Year Old Boy","['Finished Reading', 'February  9, 2019 – Shelved']",,,,"['Fantasy', 'Childrens', 'Fiction', 'Historical', 'Magical Realism', 'Adventure', 'Novels', 'Young Adult', 'Academic']",0,1,"['Fantasy', 'Childrens', 'Historical', 'Magical Realism', 'Adventure', 'Novels', 'Young Adult', 'Academic']",,,2019,2
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",0,3.97,Knopf,Hardcover,290.0,2016.0,2016.0,,2018/12/24,to-read,to-read (#18),to-read,0,0,"['Nonfiction', 'Science', 'Autobiography', 'Biography', 'Audiobook', 'Environment', 'Biography Memoir', 'Adult']",,2018-12-24,Lab Girl,Lab Girl,"['December 24, 2018 – Shelved', 'December 24, 2018 – Shelved as: to-read']",2018-12-24,,,"['Nonfiction', 'Science', 'Autobiography', 'Biography', 'Audiobook', 'Environment', 'Biography Memoir', 'Adult']",1,0,"['Science', 'Autobiography', 'Biography', 'Audiobook', 'Environment', 'Biography Memoir', 'Adult']",,,2018,12
35412097,When: The Scientific Secrets of Perfect Timing,Daniel H. Pink,"Pink, Daniel H.",,"=""0735210624""","=""9780735210622""",4,3.78,Riverhead Books,Hardcover,272.0,2018.0,2018.0,,2018/09/18,,,read,1,0,"['Nonfiction', 'Psychology', 'Science', 'Self Help', 'Business', 'Productivity', 'Audiobook', 'Leadership']",,2018-09-18,When: The Scientific Secrets of Perfect Timing,When: The Scientific Secrets of Perfect Timing,"['Finished Reading', 'September 18, 2018 – Shelved']",,,,"['Nonfiction', 'Psychology', 'Science', 'Self Help', 'Business', 'Productivity', 'Audiobook', 'Leadership']",1,0,"['Psychology', 'Science', 'Self Help', 'Business', 'Productivity', 'Audiobook', 'Leadership']",,,2018,9
18170549,The Opposite of Loneliness: Essays and Stories,Marina Keegan,"Keegan, Marina",,"=""1476753628""","=""9781476753621""",0,3.84,Scribner,ebook,241.0,2014.0,2014.0,,2018/06/29,to-read,to-read (#17),to-read,0,0,"['Nonfiction', 'Short Stories', 'Writing', 'Autobiography', 'Contemporary', 'Biography', 'Audiobook', 'Adult', 'Biography Memoir']",,2018-06-29,The Opposite of Loneliness: Essays and Stories,The Opposite of Loneliness: Essays and Stories,"['June 29, 2018 – Shelved as: to-read', 'June 29, 2018 – Shelved']",2018-06-29,,,"['Nonfiction', 'Short Stories', 'Writing', 'Autobiography', 'Contemporary', 'Biography', 'Audiobook', 'Adult', 'Biography Memoir']",1,0,"['Short Stories', 'Writing', 'Autobiography', 'Contemporary', 'Biography', 'Audiobook', 'Adult', 'Biography Memoir']",,,2018,6
28820444,The Elephant in the Brain: Hidden Motives in Everyday Life,Kevin Simler,"Simler, Kevin",Robin Hanson,"=""""","=""9780190496012""",0,4.03,Oxford University Press,ebook,408.0,2017.0,2017.0,,2018/06/29,to-read,to-read (#16),to-read,0,0,"['Psychology', 'Nonfiction', 'Science', 'Self Help', 'Philosophy', 'Economics', 'Audiobook', 'Sociology', 'Business', 'Neuroscience']",,2018-06-29,The Elephant in the Brain: Hidden Motives in Everyday Life,The Elephant in the Brain: Hidden Motives in Everyday Life,"['June 29, 2018 – Shelved as: to-read', 'June 29, 2018 – Shelved']",2018-06-29,,,"['Psychology', 'Nonfiction', 'Science', 'Self Help', 'Philosophy', 'Economics', 'Audiobook', 'Sociology', 'Business', 'Neuroscience']",1,0,"['Psychology', 'Science', 'Self Help', 'Philosophy', 'Economics', 'Audiobook', 'Sociology', 'Business', 'Neuroscience']",,,2018,6
34838652,Konspirasi Alam Semesta,Fiersa Besari,"Besari, Fiersa",,"=""9797945359""","=""9789797945350""",3,4.35,MediaKita,Paperback,244.0,2017.0,2015.0,2018/06/13,2018/06/12,,,read,1,0,"['Novels', 'Romance', 'Fiction', 'Asian Literature']",2018-06-13,2018-06-12,Konspirasi Alam Semesta,Konspirasi Alam Semesta,"['June 12, 2018 –  Started Reading', 'June 12, 2018 – Shelved', 'June 13, 2018 –  Finished Reading']",,2018-06-12,2018-06-13,"['Novels', 'Romance', 'Fiction', 'Asian Literature']",0,1,"['Novels', 'Romance', 'Asian Literature']",2018.0,6.0,2018,6
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499.0,2011.0,2011.0,,2018/06/12,currently-reading,currently-reading (#3),currently-reading,1,0,"['Nonfiction', 'Psychology', 'Science', 'Self Help', 'Business', 'Economics', 'Philosophy', 'Audiobook', 'Unfinished']",,2018-06-12,"Thinking, Fast and Slow","Thinking, Fast and Slow","['June 12, 2018 –  Started Reading', 'June 12, 2018 – Shelved']",,2018-06-12,,"['Nonfiction', 'Psychology', 'Science', 'Self Help', 'Business', 'Economics', 'Philosophy', 'Audiobook', 'Unfinished']",1,0,"['Psychology', 'Science', 'Self Help', 'Business', 'Economics', 'Philosophy', 'Audiobook', 'Unfinished']",,,2018,6
39643727,Pergi,Tere Liye,"Liye, Tere",,"=""""","=""9786025734052""",3,4.37,Republika,Paperback,460.0,2018.0,2018.0,,2018/06/12,,,read,1,0,"['Fiction', 'Novels', 'Action', 'Asian Literature', 'Romance', 'Fantasy', 'Thriller', 'Family', 'Adventure']",,2018-06-12,Pergi,Pergi,"['Finished Reading', 'June 12, 2018 – Shelved']",,,,"['Fiction', 'Novels', 'Action', 'Asian Literature', 'Romance', 'Fantasy', 'Thriller', 'Family', 'Adventure']",0,1,"['Novels', 'Action', 'Asian Literature', 'Romance', 'Fantasy', 'Thriller', 'Family', 'Adventure']",,,2018,6
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,3.95,W. W. Norton  Company,Paperback,304.0,2014.0,2012.0,,2018/04/24,currently-reading,currently-reading (#2),currently-reading,1,0,"['Nonfiction', 'Science', 'Business', 'Economics', 'Audiobook', 'Education', 'Academic']",,2018-04-24,Naked Statistics: Stripping the Dread from the Data,Naked Statistics: Stripping the Dread from the Data,"['April 24, 2018 – Shelved', 'April 24, 2018 – Shelved as: to-read', 'May 22, 2018 –  Started Reading']",2018-04-24,2018-05-22,,"['Nonfiction', 'Science', 'Business', 'Economics', 'Audiobook', 'Education', 'Academic']",1,0,"['Science', 'Business', 'Economics', 'Audiobook', 'Education', 'Academic']",,,2018,4
31409135,The Radium Girls: The Dark Story of America's Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",0,4.14,Sourcebooks,Hardcover,479.0,2017.0,2017.0,,2018/05/18,to-read,to-read (#15),to-read,0,0,"['Nonfiction', 'History', 'Science', 'Audiobook', 'Biography', 'Historical', 'Feminism', 'Adult', 'Womens', 'North American Hi...']",,2018-05-18,The Radium Girls: The Dark Story of America's Shining Women,The Radium Girls: The Dark Story of America's Shining Women,"['May 18, 2018 – Shelved', 'May 18, 2018 – Shelved as: to-read']",2018-05-18,,,"['Nonfiction', 'History', 'Science', 'Audiobook', 'Biography', 'Historical', 'Feminism', 'Adult', 'Womens', 'North American Hi...']",1,0,"['History', 'Science', 'Audiobook', 'Biography', 'Historical', 'Feminism', 'Adult', 'Womens', 'North American Hi...']",,,2018,5
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",0,4.47,Random House,Hardcover,334.0,2018.0,2018.0,,2018/05/18,to-read,to-read (#14),to-read,0,0,"['Nonfiction', 'Autobiography', 'Biography', 'Audiobook', 'Biography Memoir', 'Education', 'Book Club', 'Adult', 'Religion']",,2018-05-18,Educated,Educated,"['May 18, 2018 – Shelved', 'May 18, 2018 – Shelved as: to-read']",2018-05-18,,,"['Nonfiction', 'Autobiography', 'Biography', 'Audiobook', 'Biography Memoir', 'Education', 'Book Club', 'Adult', 'Religion']",1,0,"['Autobiography', 'Biography', 'Audiobook', 'Biography Memoir', 'Education', 'Book Club', 'Adult', 'Religion']",,,2018,5
25614523,Originals: How Non-Conformists Move the World,Adam M. Grant,"Grant, Adam M.",,"=""0525429565""","=""9780525429562""",0,3.95,Viking,Hardcover,326.0,2016.0,2016.0,,2018/05/17,to-read,to-read (#13),to-read,0,0,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Leadership', 'Audiobook', 'Science']",,2018-05-17,Originals: How Non-Conformists Move the World,Originals: How Non-Conformists Move the World,"['May 17, 2018 – Shelved', 'May 17, 2018 – Shelved as: to-read']",2018-05-17,,,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Leadership', 'Audiobook', 'Science']",1,0,"['Business', 'Psychology', 'Self Help', 'Leadership', 'Audiobook', 'Science']",,,2018,5
31706504,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,Eric Barker,"Barker, Eric",,"=""0062416170""","=""9780062416179""",0,4.11,HarperOne,ebook,224.0,2017.0,2017.0,,2018/05/17,to-read,to-read (#12),to-read,0,0,"['Nonfiction', 'Self Help', 'Psychology', 'Business', 'Science', 'Productivity', 'Audiobook', 'Leadership', 'Philosophy']",,2018-05-17,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,"['May 17, 2018 – Shelved', 'May 17, 2018 – Shelved as: to-read']",2018-05-17,,,"['Nonfiction', 'Self Help', 'Psychology', 'Business', 'Science', 'Productivity', 'Audiobook', 'Leadership', 'Philosophy']",1,0,"['Self Help', 'Psychology', 'Business', 'Science', 'Productivity', 'Audiobook', 'Leadership', 'Philosophy']",,,2018,5
16033602,Lean Analytics: Use Data to Build a Better Startup Faster,Alistair Croll,"Croll, Alistair",Benjamin Yoskovitz,"=""1449335675""","=""9781449335670""",0,4.09,O'Reilly Media,Hardcover,440.0,2013.0,2013.0,,2018/05/04,to-read,to-read (#11),to-read,0,0,"['Business', 'Nonfiction', 'Science', 'Design', 'Buisness', 'Leadership', 'Reference', 'Productivity']",,2018-05-04,Lean Analytics: Use Data to Build a Better Startup Faster,Lean Analytics: Use Data to Build a Better Startup Faster,"['May  4, 2018 – Shelved as: to-read', 'May  4, 2018 – Shelved']",2018-05-04,,,"['Business', 'Nonfiction', 'Science', 'Design', 'Buisness', 'Leadership', 'Reference', 'Productivity']",1,0,"['Business', 'Science', 'Design', 'Buisness', 'Leadership', 'Reference', 'Productivity']",,,2018,5
22889767,Better Than Before: Mastering the Habits of Our Everyday Lives,Gretchen Rubin,"Rubin, Gretchen",,"=""0385348614""","=""9780385348614""",4,3.82,Crown,Hardcover,298.0,2015.0,2015.0,2018/05/01,2018/04/24,,,read,1,0,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Productivity', 'Health', 'Business', 'Autobiography', 'Adult']",2018-05-01,2018-04-24,Better Than Before: Mastering the Habits of Our Everyday Lives,Better Than Before: Mastering the Habits of Our Everyday Lives,"['April 24, 2018 –  Started Reading', 'April 24, 2018 – Shelved', 'May  1, 2018 –  Finished Reading']",,2018-04-24,2018-05-01,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Productivity', 'Health', 'Business', 'Autobiography', 'Adult']",1,0,"['Self Help', 'Psychology', 'Audiobook', 'Productivity', 'Health', 'Business', 'Autobiography', 'Adult']",2018.0,5.0,2018,4
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.19,Grand Central Publishing,Hardcover,296.0,2016.0,2016.0,,2018/04/26,to-read,to-read (#10),to-read,0,0,"['Nonfiction', 'Self Help', 'Productivity', 'Business', 'Psychology', 'Audiobook', 'Leadership', 'Philosophy']",,2018-04-26,Deep Work: Rules for Focused Success in a Distracted World,Deep Work: Rules for Focused Success in a Distracted World,"['April 26, 2018 – Shelved', 'April 26, 2018 – Shelved as: to-read']",2018-04-26,,,"['Nonfiction', 'Self Help', 'Productivity', 'Business', 'Psychology', 'Audiobook', 'Leadership', 'Philosophy']",1,0,"['Self Help', 'Productivity', 'Business', 'Psychology', 'Audiobook', 'Leadership', 'Philosophy']",,,2018,4
30231806,"Goodbye, Things: The New Japanese Minimalism",Fumio Sasaki,"Sasaki, Fumio",Eriko Sugita,"=""0393609030""","=""9780393609035""",0,3.8,W. W. Norton & Company,Hardcover,259.0,2017.0,2015.0,,2018/04/26,to-read,to-read (#9),to-read,0,0,"['Nonfiction', 'Self Help', 'Audiobook', 'Philosophy', 'Cultural', 'Psychology', 'Asian Literature', 'Autobiography', 'Adult']",,2018-04-26,"Goodbye, Things: The New Japanese Minimalism","Goodbye, Things: The New Japanese Minimalism","['April 26, 2018 – Shelved', 'April 26, 2018 – Shelved as: to-read']",2018-04-26,,,"['Nonfiction', 'Self Help', 'Audiobook', 'Philosophy', 'Cultural', 'Psychology', 'Asian Literature', 'Autobiography', 'Adult']",1,0,"['Self Help', 'Audiobook', 'Philosophy', 'Cultural', 'Psychology', 'Asian Literature', 'Autobiography', 'Adult']",,,2018,4
1353409,Cantik itu Luka,Eka Kurniawan,"Kurniawan, Eka",,"=""""","=""""",0,4.04,AKYPress ,Paperback,537.0,2002.0,2002.0,,2018/04/26,to-read,to-read (#8),to-read,0,0,"['Fiction', 'Historical', 'Magical Realism', 'Cultural', 'Asian Literature', 'Novels', 'Literature', 'Literary Fiction']",,2018-04-26,Cantik itu Luka,Cantik itu Luka,"['April 26, 2018 – Shelved as: to-read', 'April 26, 2018 – Shelved']",2018-04-26,,,"['Fiction', 'Historical', 'Magical Realism', 'Cultural', 'Asian Literature', 'Novels', 'Literature', 'Literary Fiction']",0,1,"['Historical', 'Magical Realism', 'Cultural', 'Asian Literature', 'Novels', 'Literature', 'Literary Fiction']",,,2018,4
23288914,Rindu,Tere Liye,"Liye, Tere",,"=""""","=""9786028997904""",3,4.24,Penerbit Republika,Paperback,544.0,2014.0,2014.0,2018/04/25,2015/01/31,,,read,1,0,"['Novels', 'Fiction', 'Romance', 'Asian Literature', 'Historical', 'Family', 'Contemporary', 'Literature', 'Inspirational']",2018-04-25,2015-01-31,Rindu,Rindu,"['January 31, 2015 –  Started Reading', 'January 31, 2015 – Shelved', 'April 25, 2018 –  Finished Reading']",,2015-01-31,2018-04-25,"['Novels', 'Fiction', 'Romance', 'Asian Literature', 'Historical', 'Family', 'Contemporary', 'Literature', 'Inspirational']",0,1,"['Novels', 'Romance', 'Asian Literature', 'Historical', 'Family', 'Contemporary', 'Literature', 'Inspirational']",2018.0,4.0,2015,1
37830526,Aroma Karsa,Dee Lestari,"Lestari, Dee",,"=""""","=""9786022914631""",3,4.51,Bentang Pustaka,Paperback,724.0,2018.0,2018.0,,2018/04/25,,,read,1,0,"['Fantasy', 'Fiction', 'Novels', 'Asian Literature', 'Romance', 'Adventure', 'Mystery', 'Adult', 'Magical Realism', 'Literature']",,2018-04-25,Aroma Karsa,Aroma Karsa,"['Finished Reading', 'April 25, 2018 – Shelved']",,,,"['Fantasy', 'Fiction', 'Novels', 'Asian Literature', 'Romance', 'Adventure', 'Mystery', 'Adult', 'Magical Realism', 'Literature']",0,1,"['Fantasy', 'Novels', 'Asian Literature', 'Romance', 'Adventure', 'Mystery', 'Adult', 'Magical Realism', 'Literature']",,,2018,4
36013261,Sirkus Pohon,Andrea Hirata,"Hirata, Andrea",,"=""""","=""9786022914099""",3,4.13,Bentang Pustaka,Paperback,424.0,2017.0,2017.0,,2018/04/25,,,read,2,0,"['Novels', 'Asian Literature', 'Fiction', 'Romance', 'Drama', 'Humor']",,2018-04-25,Sirkus Pohon,Sirkus Pohon,"['Finished Reading', 'Finished Reading', 'April 25, 2018 – Shelved']",,,,"['Novels', 'Asian Literature', 'Fiction', 'Romance', 'Drama', 'Humor']",0,1,"['Novels', 'Asian Literature', 'Romance', 'Drama', 'Humor']",,,2018,4
30199656,What to Say Next,Julie Buxbaum,"Buxbaum, Julie",,"=""0553535684""","=""9780553535686""",4,4.01,Delacorte Press,Hardcover,320.0,2017.0,2017.0,,2018/04/24,,,read,2,0,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Health']",,2018-04-24,What to Say Next,What to Say Next,"['Finished Reading', 'Finished Reading', 'April 24, 2018 – Shelved']",,,,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Health']",0,1,"['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Audiobook', 'Health']",,,2018,4
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",4,4.38,Random House,Paperback,208.0,2016.0,2016.0,,2018/04/24,,,read,1,0,"['Nonfiction', 'Autobiography', 'Biography', 'Health', 'Medical', 'Audiobook', 'Biography Memoir', 'Philosophy', 'Science']",,2018-04-24,When Breath Becomes Air,When Breath Becomes Air,"['Finished Reading', 'April 24, 2018 – Shelved']",,,,"['Nonfiction', 'Autobiography', 'Biography', 'Health', 'Medical', 'Audiobook', 'Biography Memoir', 'Philosophy', 'Science']",1,0,"['Autobiography', 'Biography', 'Health', 'Medical', 'Audiobook', 'Biography Memoir', 'Philosophy', 'Science']",,,2018,4
